รหัส,คณะ/สาขา,มหาวิทยาลัย,สมัคร,รับ,ผ่าน,สูงสุด,ต่ำสุด,เฉลี่ย,SD
1677,คณะพลศึกษา หลักสูตรวิทยาศาสตรบัณฑิต (วท.บ.4 ปี) สาขาวิชาสาธารณสุขศาสตร์ - สาธารณสุขชุมชน,มหาวิทยาลัยศรีนครินทรวิโรฒ,242,70,70,"18,169.0000","13,777.9000","14,633.4000",695.8368
1678,คณะพลศึกษา หลักสูตรวิทยาศาสตรบัณฑิต (วท.บ.4 ปี) สาขาวิชาสาธารณสุขศาสตร์ - อนามัยสิ่งแวดล้อม,มหาวิทยาลัยศรีนครินทรวิโรฒ,132,70,47,"15,814.8000","11,044.2000","13,850.1532","1,129.8369"
1679,คณะพลศึกษา หลักสูตรวิทยาศาสตรบัณฑิต (วท.บ.4 ปี) สาขาวิชาสาธารณสุขศาสตร์ - อาชีวอนามัยและความปลอดภัย,มหาวิทยาลัยศรีนครินทรวิโรฒ,187,70,70,"17,329.0000","13,207.6000","14,734.4520",899.3071
1680,คณะพลศึกษา หลักสูตรศิลปศาสตรบัณฑิต (ศศ.บ. 4 ปี) สาขาวิชาผู้นำนันทนาการ พื้นฐานศิลปศาสตร์ รูปแบบที่ 1,มหาวิทยาลัยศรีนครินทรวิโรฒ,163,15,15,"19,430.0000","17,633.5000","18,202.2000",494.6685
1681,คณะพลศึกษา หลักสูตรการศึกษาบัณฑิต (กศ.บ. 5 ปี) สาขาวิชาสุขศึกษา รูปแบบที่ 2,มหาวิทยาลัยศรีนครินทรวิโรฒ,268,50,50,"16,874.8000","13,865.4000","14,809.9676",684.3722
1682,คณะมนุษยศาสตร์ หลักสูตรวิทยาศาสตรบัณฑิต (วท.บ.4 ปี) สาขาวิชาจิตวิทยา พื้นฐานศิลปศาสตร์ รูปแบบที่ 1,มหาวิทยาลัยศรีนครินทรวิโรฒ,341,90,90,"23,532.0000","19,466.0000","20,540.6909",855.7248
1684,คณะมนุษยศาสตร์ หลักสูตรศิลปศาสตรบัณฑิต (ศศ.บ. 4 ปี) สาขาวิชาปรัชญาและศาสนา พื้นฐานศิลปศาสตร์ รูปแบบที่ 1,มหาวิทยาลัยศรีนครินทรวิโรฒ,172,0,40,"20,885.0000","17,698.5000","18,593.7500",649.4194
1685,คณะมนุษยศาสตร์ หลักสูตรศิลปศาสตรบัณฑิต (ศศ.บ. 4 ปี) สาขาวิชาวรรณกรรมสำหรับเด็ก พื้นฐานศิลปศาสตร์ รูปแบบที่ 1,มหาวิทยาลัยศรีนครินทรวิโรฒ,124,22,22,"20,750.0000","19,528.5000","20,048.2273",376.9140
1686,คณะมนุษยศาสตร์ หลักสูตรศิลปศาสตรบัณฑิต (ศศ.บ. 4 ปี) สาขาวิชาสารสนเทศศึกษาพื้นฐานศิลปศาสตร์ รูปแบบที่ 1,มหาวิทยาลัยศรีนครินทรวิโรฒ,142,30,30,"20,737.5000","18,426.5000","19,288.0500",612.1743
1687,คณะมนุษยศาสตร์ หลักสูตรศิลปศาสตรบัณฑิต (ศศ.บ. 4 ปี) สาขาวิชาภาษาอังกฤษพื้นฐานศิลปศาสตร์ รูปแบบที่ 1,มหาวิทยาลัยศรีนครินทรวิโรฒ,523,80,80,"24,476.0000","21,222.0000","21,821.8938",501.6364
1688,คณะมนุษยศาสตร์ หลักสูตรศิลปศาสตรบัณฑิต (ศศ.บ. 4 ปี) สาขาวิชาภาษาตะวันออก วิชาเอกภาษาเกาหลี พื้นฐานศิลปศาสตร์ รูปแบบที่ 1,มหาวิทยาลัยศรีนครินทรวิโรฒ,281,35,35,"24,495.0000","21,186.5000","21,896.6143",709.7524
1689,คณะมนุษยศาสตร์ หลักสูตรศิลปศาสตรบัณฑิต (ศศ.บ. 4 ปี) สาขาวิชาภาษาตะวันออก วิชาเอกภาษาจีน พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาจีน,มหาวิทยาลัยศรีนครินทรวิโรฒ,291,35,35,"22,260.9000","18,751.5000","19,411.1743",671.7046
1690,คณะมนุษยศาสตร์ หลักสูตรศิลปศาสตรบัณฑิต (ศศ.บ. 4 ปี) สาขาวิชาภาษาตะวันออก วิชาเอกภาษาญี่ปุ่น พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาญี่ปุ่น,มหาวิทยาลัยศรีนครินทรวิโรฒ,133,30,30,"21,573.0000","19,764.9000","20,445.4500",477.1345
1691,คณะมนุษยศาสตร์ หลักสูตรศิลปศาสตรบัณฑิต (ศศ.บ. 4 ปี) สาขาวิชาภาษาไทย พื้นฐานศิลปศาสตร์ รูปแบบที่ 1,มหาวิทยาลัยศรีนครินทรวิโรฒ,213,50,51,"20,770.0000","18,952.5000","19,578.3235",495.6019
1692,คณะมนุษยศาสตร์ หลักสูตรการศึกษาบัณฑิต (กศ.บ. 5 ปี) สาขาวิชาภาษาไทย รูปแบบที่ 1,มหาวิทยาลัยศรีนครินทรวิโรฒ,128,20,20,"21,605.5000","19,895.4000","20,504.8400",545.4318
1693,คณะมนุษยศาสตร์ หลักสูตรการศึกษาบัณฑิต (กศ.บ. 5 ปี) สาขาวิชาภาษาอังกฤษ รูปแบบที่ 1,มหาวิทยาลัยศรีนครินทรวิโรฒ,109,25,25,"22,274.5000","20,440.0000","21,149.3040",521.8967
1694,คณะศิลปกรรมศาสตร์ หลักสูตรศิลปศาสตรบัณฑิต (ศศ.บ. 4 ปี) สาขาวิชาการออกแบบทัศนศิลป์วิชาเอกการออกแบบผลิตภัณฑ์,มหาวิทยาลัยศรีนครินทรวิโรฒ,156,10,10,"16,366.3000","14,835.9000","15,542.4900",627.2226
1695,คณะศิลปกรรมศาสตร์ หลักสูตรศิลปกรรมศาสตรบัณฑิต (ศป.บ. 4 ปี) สาขาวิชาทัศนศิลป์,มหาวิทยาลัยศรีนครินทรวิโรฒ,218,20,20,"19,165.5000","16,977.1000","17,754.8900",540.3449
1696,คณะศิลปกรรมศาสตร์ หลักสูตรการศึกษาบัณฑิต (กศ.บ. 5 ปี) สาขาวิชาดนตรีศึกษา,มหาวิทยาลัยศรีนครินทรวิโรฒ,55,7,7,"18,696.1000","16,297.3000","17,219.9286",808.7836
1697,คณะศึกษาศาสตร์ หลักสูตรการศึกษาบัณฑิต (กศ.บ. 5 ปี) สาขาวิชาการศึกษาปฐมวัย รูปแบบที่ 1,มหาวิทยาลัยศรีนครินทรวิโรฒ,303,20,20,"20,091.8000","18,869.2000","19,364.6800",402.0911
1698,คณะสังคมศาสตร์ หลักสูตรศิลปศาสตรบัณฑิต (ศศ.บ. 4 ปี) สาขาวิชาประวัติศาสตร์ พื้นฐานศิลปศาสตร์ รูปแบบที่ 1,มหาวิทยาลัยศรีนครินทรวิโรฒ,342,60,60,"20,621.5000","18,070.0000","18,768.5167",581.7312
1699,คณะสังคมศาสตร์ หลักสูตรรัฐศาสตรบัณฑิต (ร.บ. 4 ปี) วิชาเอกการเมืองการปกครอง พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาฝรั่งเศส,มหาวิทยาลัยศรีนครินทรวิโรฒ,89,36,7,"17,715.0000","17,354.1000","17,487.2143",128.3292
1700,คณะสังคมศาสตร์ หลักสูตรรัฐศาสตรบัณฑิต (ร.บ. 4 ปี) วิชาเอกการเมืองการปกครอง พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาเยอรมัน,มหาวิทยาลัยศรีนครินทรวิโรฒ,25,0,1,"17,445.3000","17,445.3000","17,445.3000",0.0000
1701,คณะสังคมศาสตร์ หลักสูตรรัฐศาสตรบัณฑิต (ร.บ. 4 ปี) วิชาเอกการเมืองการปกครอง พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาญี่ปุ่น,มหาวิทยาลัยศรีนครินทรวิโรฒ,72,0,6,"17,892.9000","17,265.0000","17,453.0000",274.5972
1702,คณะสังคมศาสตร์ หลักสูตรรัฐศาสตรบัณฑิต (ร.บ. 4 ปี) วิชาเอกการเมืองการปกครอง พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาจีน,มหาวิทยาลัยศรีนครินทรวิโรฒ,99,0,6,"18,502.5000","16,992.0000","17,414.4500",574.3369
1704,คณะสังคมศาสตร์ หลักสูตรรัฐศาสตรบัณฑิต (ร.บ. 4 ปี) วิชาเอกการเมืองการปกครอง พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาบาลี,มหาวิทยาลัยศรีนครินทรวิโรฒ,102,0,16,"17,925.0000","17,000.7000","17,293.5375",312.2736
1705,คณะสังคมศาสตร์ หลักสูตรรัฐศาสตรบัณฑิต (ร.บ. 4 ปี) วิชาเอกรัฐประศาสนศาสตร์ พื้นฐานวิทยาศาสตร์,มหาวิทยาลัยศรีนครินทรวิโรฒ,246,40,40,"17,304.5000","15,934.8000","16,404.0125",372.3535
1706,คณะสังคมศาสตร์ หลักสูตรรัฐศาสตรบัณฑิต (ร.บ. 4 ปี) วิชาเอกความสัมพันธ์ระหว่างประเทศ พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาฝรั่งเศส,มหาวิทยาลัยศรีนครินทรวิโรฒ,87,50,14,"18,939.0000","17,721.0000","18,230.6571",449.7744
1707,คณะสังคมศาสตร์ หลักสูตรรัฐศาสตรบัณฑิต (ร.บ. 4 ปี) วิชาเอกความสัมพันธ์ระหว่างประเทศ พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาเยอรมัน,มหาวิทยาลัยศรีนครินทรวิโรฒ,38,0,8,"19,173.0000","17,785.8000","18,293.4750",525.2375
1708,คณะสังคมศาสตร์ หลักสูตรรัฐศาสตรบัณฑิต (ร.บ. 4 ปี) วิชาเอกความสัมพันธ์ระหว่างประเทศ พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาญี่ปุ่น,มหาวิทยาลัยศรีนครินทรวิโรฒ,62,0,9,"18,939.9000","17,706.0000","18,277.5667",430.9604
1709,คณะสังคมศาสตร์ หลักสูตรรัฐศาสตรบัณฑิต (ร.บ. 4 ปี) วิชาเอกความสัมพันธ์ระหว่างประเทศ พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาจีน,มหาวิทยาลัยศรีนครินทรวิโรฒ,88,0,9,"18,792.6000","17,754.0000","18,156.2000",377.0125
1710,คณะสังคมศาสตร์ หลักสูตรรัฐศาสตรบัณฑิต (ร.บ. 4 ปี) วิชาเอกความสัมพันธ์ระหว่างประเทศ พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาอาหรับ,มหาวิทยาลัยศรีนครินทรวิโรฒ,9,0,3,"18,529.2000","17,811.0000","18,052.4000",412.9318
1711,คณะสังคมศาสตร์ หลักสูตรรัฐศาสตรบัณฑิต (ร.บ. 4 ปี) วิชาเอกความสัมพันธ์ระหว่างประเทศ พื้นฐานศิลปศาสตร์ รูปแบบที่ 2 เลือกสอบวิชาภาษาบาลี,มหาวิทยาลัยศรีนครินทรวิโรฒ,91,0,7,"21,718.8000","17,808.0000","18,744.3086","1,360.7027"
1712,คณะสังคมศาสตร์ หลักสูตรบริหารธุรกิจบัณฑิต (บธ.บ. 4 ปี) สาขาวิชาการท่องเที่ยวและการโรงแรม รูปแบบที่ 2 เลือกสอบวิชาภาษาฝรั่งเศส,มหาวิทยาลัยศรีนครินทรวิโรฒ,124,45,16,"20,148.0000","18,400.1000","19,058.2500",562.7852
1713,คณะสังคมศาสตร์ หลักสูตรบริหารธุรกิจบัณฑิต (บธ.บ. 4 ปี) สาขาวิชาการท่องเที่ยวและการโรงแรม รูปแบบที่ 2 เลือกสอบวิชาภาษาเยอรมัน,มหาวิทยาลัยศรีนครินทรวิโรฒ,37,0,3,"19,735.0000","18,509.5000","19,221.7000",636.5010
1714,คณะสังคมศาสตร์ หลักสูตรบริหารธุรกิจบัณฑิต (บธ.บ. 4 ปี) สาขาวิชาการท่องเที่ยวและการโรงแรม รูปแบบที่ 2 เลือกสอบวิชาภาษาญี่ปุ่น,มหาวิทยาลัยศรีนครินทรวิโรฒ,85,0,12,"20,265.0000","18,398.7000","19,228.4250",661.5981
1715,คณะสังคมศาสตร์ หลักสูตรบริหารธุรกิจบัณฑิต (บธ.บ. 4 ปี) สาขาวิชาการท่องเที่ยวและการโรงแรม รูปแบบที่ 2 เลือกสอบวิชาภาษาจีน,มหาวิทยาลัยศรีนครินทรวิโรฒ,138,0,14,"19,352.1000","18,430.7000","18,761.5143",299.5239
1716,คณะสังคมศาสตร์ หลักสูตรบริหารธุรกิจบัณฑิต (บธ.บ. 4 ปี) วิชาเอกการเงิน,มหาวิทยาลัยศรีนครินทรวิโรฒ,286,60,60,"18,444.8000","16,569.0000","17,378.0400",535.1292
1717,คณะสังคมศาสตร์ หลักสูตรบริหารธุรกิจบัณฑิต (บธ.บ. 4 ปี) วิชาเอกการตลาด,มหาวิทยาลัยศรีนครินทรวิโรฒ,405,60,60,"18,676.5000","16,243.0000","16,953.1650",568.5769
1718,คณะสังคมศาสตร์ หลักสูตรบริหารธุรกิจบัณฑิต (บธ.บ. 4 ปี) วิชาเอกธุรกิจระหว่างประเทศ,มหาวิทยาลัยศรีนครินทรวิโรฒ,453,61,61,"18,897.5000","17,142.0000","17,674.3770",398.1662
1719,คณะสังคมศาสตร์ หลักสูตรบริหารธุรกิจบัณฑิต (บธ.บ. 4 ปี) สาขาวิชาธุรกิจพื่อสังคม,มหาวิทยาลัยศรีนครินทรวิโรฒ,166,15,15,"16,529.9000","15,649.0000","16,115.4227",279.0863
1720,คณะสังคมศาสตร์ หลักสูตรบัญชีบัณฑิต (บช.บ. 4 ปี),มหาวิทยาลัยศรีนครินทรวิโรฒ,574,60,60,"19,908.5000","18,429.0000","18,878.1000",320.7819
1721,คณะสังคมศาสตร์ หลักสูตรวิทยาศาสตรบัณฑิต (วท.บ.4 ปี) สาขาวิชาภูมิศาสตร์และภูมิสารสนเทศ,มหาวิทยาลัยศรีนครินทรวิโรฒ,99,43,43,"15,219.0000","11,837.2000","12,992.1721",783.3223
1722,คณะสังคมศาสตร์ หลักสูตรการศึกษาบัณฑิต (กศ.บ.5 ปี) สาขาวิชาสังคมศึกษา รูปแบบที่ 1,มหาวิทยาลัยศรีนครินทรวิโรฒ,201,27,27,"21,858.5000","19,327.0000","19,943.1000",617.9494
1723,คณะวัฒนธรรมสิ่งแวดล้อมและการท่องเที่ยวเชิงนิเวศ หลักสูตรวิทยาศาสตรบัณฑิต (วท.บ.4 ปี) สาขาวิชาเทคโนโลยีสิ่งแวดล้อมและการจัดการทรัพยากร,มหาวิทยาลัยศรีนครินทรวิโรฒ,204,40,40,"14,893.0000","12,263.8000","13,017.3850",687.6313
1724,คณะวัฒนธรรมสิ่งแวดล้อมและการท่องเที่ยวเชิงนิเวศ หลักสูตรศิลปศาสตรบัณฑิต (ศศ.บ. 4 ปี) สาขาวิชานวัตกรรมการจัดการการท่องเที่ยวแบบบูรณาการ,มหาวิทยาลัยศรีนครินทรวิโรฒ,421,60,60,"20,986.0000","18,994.0000","19,618.6880",534.7214
1725,วิทยาลัยนวัตกรรมสื่อสารสังคม หลักสูตรศิลปศาสตรบัณฑิต (ศศ.บ. 4 ปี) สาขาวิชานวัตกรรมสื่อสารสังคม (หลักสูตร 2 ภาษา) วิชาเอกการจัดการธุรกิจไซเบอร์ พื้นฐานศิลปศาสตร์ รูปแบบที่ 1,มหาวิทยาลัยศรีนครินทรวิโรฒ,307,70,70,"21,505.0000","18,813.0000","19,658.4429",626.4956
1726,วิทยาลัยนวัตกรรมสื่อสารสังคม หลักสูตรศิลปศาสตรบัณฑิต (ศศ.บ. 4 ปี) สาขาวิชานวัตกรรมสื่อสารสังคม (หลักสูตร 2 ภาษา) วิชาเอกคอมพิวเตอร์เพื่อการสื่อสาร พื้นฐานศิลปศาสตร์ รูปแบบที่ 1,มหาวิทยาลัยศรีนครินทรวิโรฒ,392,75,75,"22,011.5000","18,039.0000","18,996.1971",924.9871
1727,วิทยาลัยนวัตกรรมสื่อสารสังคม หลักสูตรศิลปศาสตรบัณฑิต (ศศ.บ. 4 ปี) สาขาวิชาภาพยนตร์และสื่อดิจิตอล (หลักสูตร 2 ภาษา) วิชาเอกการผลิตภาพยนตร์และสื่อดิจิตอล พื้นฐานศิลปศาสตร์ รูปแบบที่ 1,มหาวิทยาลัยศรีนครินทรวิโรฒ,578,15,15,"23,995.5000","21,910.5000","22,373.3000",535.7125
1728,วิทยาลัยนวัตกรรมสื่อสารสังคม หลักสูตรศิลปศาสตรบัณฑิต (ศศ.บ. 4 ปี) สาขาวิชานวัตกรรมการสื่อสาร(หลักสูตร 2 ภาษา) สาขาวิชาเอกการสื่อสารเพื่อสุขภาพ พื้นฐานศิลปศาสตร์ รูปแบบที่ 1,มหาวิทยาลัยศรีนครินทรวิโรฒ,244,90,90,"21,935.5000","16,837.0000","18,446.4278","1,266.7549"
1729,วิทยาลัยโพธิวิชชาลัย หลักสูตรศิลปศาสตรบัณฑิต (ศศ.บ. 4 ปี) สาขาวิชาการจัดการภูมิสังคม พื้นฐานศิลปศาสตร์ รูปแบบที่ 1,มหาวิทยาลัยศรีนครินทรวิโรฒ,155,50,50,"17,828.5000","13,515.5000","15,540.8368","1,096.5399"
1730,วิทยาลัยโพธิวิชชาลัย หลักสูตรศิลปศาสตรบัณฑิต (ศศ.บ. 4 ปี) สาขาวิชาการจัดการภูมิวัฒนธรรม พื้นฐานศิลปศาสตร์ รูปแบบที่ 1,มหาวิทยาลัยศรีนครินทรวิโรฒ,140,40,40,"17,383.0000","13,196.5000","15,023.2460","1,133.3091"
1731,คณะเศรษฐศาสตร์ หลักสูตรเศรษฐศาสตรบัณฑิต (ศ.บ.4 ปี),มหาวิทยาลัยศรีนครินทรวิโรฒ,744,90,90,"19,492.7000","16,645.7000","17,274.0144",530.2189
1732,คณะเศรษฐศาสตร์ หลักสูตรเศรษฐศาสตรบัณฑิต (ศ.บ.4 ปี) (หลักสูตรนานาชาติ),มหาวิทยาลัยศรีนครินทรวิโรฒ,102,23,23,"17,806.5000","14,034.3000","15,275.0843","1,060.4336"
1733,คณะสถาปัตยกรรมศาสตร์ สาขาวิชาสถาปัตยกรรมไทย,มหาวิทยาลัยศิลปากร,178,40,40,"21,191.9000","16,731.0000","17,653.6525",884.9649
1734,คณะสถาปัตยกรรมศาสตร์ สาขาวิชาสถาปัตยกรรม,มหาวิทยาลัยศิลปากร,193,40,40,"20,728.9000","18,365.5000","19,299.7425",642.4721
1735,คณะโบราณคดี สาขาวิชาโบราณคดี,มหาวิทยาลัยศิลปากร,119,30,30,"23,395.5000","19,476.5000","20,631.9333","1,050.9457"
1736,คณะโบราณคดี สาขาวิชาประวัติศาสตร์ศิลปะ,มหาวิทยาลัยศิลปากร,251,30,30,"21,966.5000","18,885.5000","19,880.6947",874.9312
1737,คณะโบราณคดี สาขาวิชามนุษยวิทยา,มหาวิทยาลัยศิลปากร,141,20,20,"21,746.5000","19,221.5000","20,058.1250",747.4957
1738,คณะโบราณคดี สาขาวิชาภาษาไทย,มหาวิทยาลัยศิลปากร,110,30,30,"20,797.0000","17,876.0000","19,012.8500",734.4500
1739,คณะโบราณคดี สาขาวิชาภาษาอังกฤษ,มหาวิทยาลัยศิลปากร,80,20,20,"22,978.5000","21,179.0000","21,853.6250",493.3099
1740,คณะโบราณคดี สาขาวิชาภาษาฝรั่งเศส,มหาวิทยาลัยศิลปากร,79,20,20,"19,356.0000","16,398.9000","17,245.9920",828.3414
1741,คณะโบราณคดี สาขาวิชาประวัติศาสตร์ท้องถิ่น,มหาวิทยาลัยศิลปากร,202,15,15,"20,873.0000","18,272.5000","18,952.6667",826.4507
1742,คณะอักษรศาสตร์ พื้นฐานวิทยาศาสตร์,มหาวิทยาลัยศิลปากร,251,400,27,"20,734.8000","18,169.3400","19,094.1570",723.5950
1743,คณะอักษรศาสตร์ พื้นฐานศิลปศาสตร์ รูปแบบ 2 (เลือกสอบวิชาภาษาฝรั่งเศส),มหาวิทยาลัยศิลปากร,290,0,60,"22,692.0000","18,226.5000","19,124.7290",910.9179
1744,คณะอักษรศาสตร์ พื้นฐานศิลปศาสตร์ รูปแบบ 2 (เลือกสอบวิชาภาษาเยอรมัน),มหาวิทยาลัยศิลปากร,85,0,14,"21,580.5000","18,201.0000","18,913.3929",927.3931
1745,คณะอักษรศาสตร์ พื้นฐานศิลปศาสตร์ รูปแบบ 2 (เลือกสอบวิชาภาษาญี่ปุ่น),มหาวิทยาลัยศิลปากร,501,0,98,"23,529.3000","18,192.0000","19,488.0429","1,003.9057"
1746,คณะอักษรศาสตร์ พื้นฐานศิลปศาสตร์ รูปแบบ 2 (เลือกสอบวิชาภาษาจีน),มหาวิทยาลัยศิลปากร,647,0,99,"22,134.0000","18,184.2000","18,999.6333",778.4643
1748,คณะอักษรศาสตร์ พื้นฐานศิลปศาสตร์ รูปแบบ 2 (เลือกสอบวิชาภาษาบาลี),มหาวิทยาลัยศิลปากร,377,0,102,"21,961.5000","18,204.3000","19,124.3912",852.5871
1749,คณะศึกษาศาสตร์ สาขาวิชาภาษาไทย,มหาวิทยาลัยศิลปากร,238,20,20,"20,058.5000","18,856.0000","19,416.5100",359.3070
1750,คณะศึกษาศาสตร์ สาขาวิชาภาษาอังกฤษ,มหาวิทยาลัยศิลปากร,236,25,25,"21,645.0000","19,739.0000","20,461.3136",543.5643
1751,คณะศึกษาศาสตร์ สาขาวิชาสังคมศึกษา,มหาวิทยาลัยศิลปากร,254,20,20,"21,601.0000","19,077.6000","19,644.6800",678.7203
1752,คณะศึกษาศาสตร์ สาขาวิชาการศึกษาปฐมวัย,มหาวิทยาลัยศิลปากร,212,25,25,"19,477.5000","17,807.0000","18,253.3640",392.5111
1753,คณะศึกษาศาสตร์ สาขาวิชาการประถมศึกษา,มหาวิทยาลัยศิลปากร,249,30,30,"20,250.0000","18,102.2000","18,822.7500",518.8897
1754,คณะศึกษาศาสตร์ สาขาวิชาการสอนภาษาจีนในฐานะภาษาต่างประเทศ,มหาวิทยาลัยศิลปากร,139,20,20,"19,405.1000","16,588.3000","17,267.0050",714.5183
1755,คณะศึกษาศาสตร์ สาขาวิชาเทคโนโลยีการศึกษา,มหาวิทยาลัยศิลปากร,87,30,30,"19,984.5000","15,626.0000","16,852.2400",986.5492
1756,คณะศึกษาศาสตร์ สาขาวิชาจิตวิทยา,มหาวิทยาลัยศิลปากร,283,40,40,"19,566.5000","15,930.5000","16,822.8500",900.1350
1757,คณะศึกษาศาสตร์ สาขาวิชาวิทยาศาสตร์การกีฬา,มหาวิทยาลัยศิลปากร,204,40,40,"14,942.2000","13,171.0000","13,849.8960",465.6373
1758,คณะศึกษาศาสตร์ สาขาวิชาการศึกษาตลอดชีวิต,มหาวิทยาลัยศิลปากร,96,40,40,"19,316.8000","15,865.4000","17,110.6150",744.7341
1759,คณะวิทยาศาสตร์ (กลุ่มที่ 1 สาขาวิทยาศาสตร์กายภาพและชีวภาพ) ใน 8 สาขาวิชา คือ คณิตศาสตร์ คณิตศาสตร์ประยุกต์ เคมี ชีววิทยา จุลชีววิทยา ฟิสิกส์ สถิติ และวิทยาศาสตร์สิ่งแวดล้อม,มหาวิทยาลัยศิลปากร,905,360,321,"16,205.0000","9,406.2000","12,805.3715","1,161.7044"
1760,คณะวิทยาศาสตร์ (กลุ่มที่ 2 สาขาวิทยาการคอมพิวเตอร์และเทคโนโลยีสารสนเทศ)ใน 2 สาขาวิชา คือ วิทยาการคอมพิวเตอร์ และเทคโนโลยีสารสนเทศ,มหาวิทยาลัยศิลปากร,391,140,140,"15,651.5000","9,122.5000","11,657.3493","1,252.5504"
1761,คณะเภสัชศาสตร์,มหาวิทยาลัยศิลปากร,302,30,30,"20,001.0000","18,552.5000","19,017.8333",362.4886
1762,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม สาขาวิชาเทคโนโลยีอาหาร,มหาวิทยาลัยศิลปากร,77,10,10,"15,985.6000","14,044.0000","14,621.1000",600.1079
1763,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม สาขาวิชาเทคโนโลยีชีวภาพ,มหาวิทยาลัยศิลปากร,152,45,45,"15,020.3000","11,831.6000","12,845.6689",817.2271
1764,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม สาขาวิชาปิโตรเคมีและวัสดุพอลิเมอร์,มหาวิทยาลัยศิลปากร,32,20,20,"18,375.1500","12,576.8000","15,822.4325","1,530.2200"
1765,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม สาขาวิชาวิศวกรรมอุตสาหการ,มหาวิทยาลัยศิลปากร,182,20,20,"16,105.5000","14,834.4500","15,286.6925",402.7522
1766,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม สาขาวิชาวิศวกรรมเครื่องกล,มหาวิทยาลัยศิลปากร,130,25,25,"16,879.1500","14,566.6500","15,460.4780",634.5484
1767,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม สาขาวิชาวิศวกรรมเคมี,มหาวิทยาลัยศิลปากร,134,35,35,"18,100.4000","15,057.8000","15,818.1400",634.0160
1768,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม สาขาวิชาวิศวกรรมการจัดการและโลจิสติกส์,มหาวิทยาลัยศิลปากร,105,20,20,"16,725.5000","14,940.0000","15,555.2200",526.8206
1769,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม สาขาวิชาวัสดุขั้นสูงและนาโนเทคโนโลยี,มหาวิทยาลัยศิลปากร,28,30,13,"15,930.5000","12,878.9000","14,482.8077",761.9221
1770,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม สาขาวิชาวิศวกรรมอิเล็กทรอนิกส์และระบบคอมพิวเตอร์,มหาวิทยาลัยศิลปากร,95,20,20,"16,382.5000","14,520.5000","15,080.9020",575.5675
1771,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม สาขาวิชาวิศวกรรมกระบวนการชีวภาพ,มหาวิทยาลัยศิลปากร,87,40,39,"15,536.2500","9,972.5000","13,927.9372","1,128.7676"
1772,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม สาขาวิชาธุรกิจวิศวกรรม,มหาวิทยาลัยศิลปากร,63,15,15,"17,713.2000","15,790.5000","16,655.1093",652.2401
1773,คณะวิทยาการจัดการ สาขาวิชาการจัดการธุรกิจทั่วไป,มหาวิทยาลัยศิลปากร,567,160,160,"17,530.3000","12,669.9000","13,847.3359",829.6869
1774,คณะวิทยาการจัดการ สาขาวิชาการตลาด,มหาวิทยาลัยศิลปากร,356,200,147,"16,640.5000","7,591.2000","13,366.8282","1,835.6923"
1775,คณะวิทยาการจัดการ สาขาวิชาการจัดการธุรกิจและภาษาอังกฤษ,มหาวิทยาลัยศิลปากร,458,160,160,"21,228.0000","15,874.5000","18,015.6459","1,197.8378"
1776,คณะวิทยาการจัดการ สาขาวิชาการจัดการการท่องเที่ยว (เลือกสอบวิชาภาษาฝรั่งเศส),มหาวิทยาลัยศิลปากร,69,120,16,"18,922.5000","15,812.0000","16,788.8313",846.9397
1777,คณะวิทยาการจัดการ สาขาวิชาการจัดการการท่องเที่ยว (เลือกสอบวิชาภาษาเยอรมัน),มหาวิทยาลัยศิลปากร,30,0,11,"17,296.7000","15,733.7000","16,374.1455",519.5599
