รหัส,คณะ/สาขา,มหาวิทยาลัย,สมัคร,รับ,ผ่าน,สูงสุด,ต่ำสุด,เฉลี่ย,SD
0924,คณะวิทยาศาสตร์และเทคโนโลยี สาขาวิชาเคมี,มหาวิทยาลัยธรรมศาสตร์,470,60,60,"17,861.7500","15,562.4500","16,153.4208",495.5344
0925,คณะวิทยาศาสตร์และเทคโนโลยี สาขาวิชาคณิตศาสตร์ประยุกต์,มหาวิทยาลัยธรรมศาสตร์,115,35,35,"16,642.9500","14,623.1000","15,206.5514",502.4831
0926,คณะวิทยาศาสตร์และเทคโนโลยี สาขาวิชาฟิสิกส์อิเล็กทรอนิกส์,มหาวิทยาลัยธรรมศาสตร์,128,45,45,"15,657.5000","13,858.7000","14,479.0711",517.2277
0927,คณะวิทยาศาสตร์และเทคโนโลยี สาขาวิชาเทคโนโลยีชีวภาพ,มหาวิทยาลัยธรรมศาสตร์,534,60,60,"16,575.6500","14,977.3500","15,454.2317",464.6954
0928,คณะวิทยาศาสตร์และเทคโนโลยี สาขาวิชาฟิสิกส์,มหาวิทยาลัยธรรมศาสตร์,235,35,35,"16,903.4500","14,799.6000","15,436.5729",550.2702
0929,คณะวิทยาศาสตร์และเทคโนโลยี สาขาวิชาวิทยาศาสตร์และเทคโนโลยีสิ่งทอ,มหาวิทยาลัยธรรมศาสตร์,184,50,50,"16,839.8500","13,961.2500","14,554.6480",519.2731
0930,คณะวิทยาศาสตร์และเทคโนโลยี สาขาวิชาวัสดุศาสตร์,มหาวิทยาลัยธรรมศาสตร์,118,45,45,"16,598.7500","14,249.0500","14,998.2022",565.7246
0931,คณะวิทยาศาสตร์และเทคโนโลยี สาขาวิชาวิทยาการคอมพิวเตอร์ โครงการปริญญาตรีภาคพิเศษ,มหาวิทยาลัยธรรมศาสตร์,127,20,20,"15,069.1500","14,128.7500","14,359.9575",235.2192
0932,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมไฟฟ้า,มหาวิทยาลัยธรรมศาสตร์,331,63,63,"18,498.6000","16,682.0500","17,343.8175",446.0999
0933,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมอุตสาหการ,มหาวิทยาลัยธรรมศาสตร์,392,63,63,"18,889.4500","16,408.1000","17,099.9032",594.3413
0934,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมโยธา,มหาวิทยาลัยธรรมศาสตร์,347,77,77,"19,294.6500","15,984.7500","16,758.3734",757.3458
0935,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมเคมี,มหาวิทยาลัยธรรมศาสตร์,274,58,58,"19,990.1500","17,325.0000","18,120.4871",543.6449
0936,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมเครื่องกล,มหาวิทยาลัยธรรมศาสตร์,381,58,58,"18,758.6500","16,192.5000","16,924.7448",606.5006
0937,คณะวิศวกรรมศาสตร์ สาขาวิชาวิศวกรรมคอมพิวเตอร์,มหาวิทยาลัยธรรมศาสตร์,191,29,29,"21,045.5500","17,517.5000","18,186.6466",781.3689
0938,คณะวิศวกรรมศาสตร์ โครงการหลักสูตรวิศวกรรมศาสตรบัณฑิตสองสถาบัน (TEP),มหาวิทยาลัยธรรมศาสตร์,65,24,24,"18,477.3500","15,124.9500","16,273.3813",816.6210
0939,คณะวิศวกรรมศาสตร์ โครงการหลักสูตรวิศวกรรมศาสตรบัณฑิต ภาคภาษาอังกฤษแห่งมหาวิทยาลัยธรรมศาสตร์ (TEPE),มหาวิทยาลัยธรรมศาสตร์,156,60,60,"19,562.4500","14,062.5000","15,290.8392","1,021.5260"
0940,คณะแพทยศาสตร์ สาขาวิชาการแพทย์แผนไทยประยุกต์บัณฑิต,มหาวิทยาลัยธรรมศาสตร์,150,35,35,"21,861.3000","19,092.5000","19,801.0900",666.7611
0941,คณะสหเวชศาสตร์ สาขาวิชาเทคนิคการแพทย์,มหาวิทยาลัยธรรมศาสตร์,449,80,81,"20,718.2500","18,572.4000","18,960.0858",349.9802
0942,คณะสหเวชศาสตร์ สาขาวิชากายภาพบำบัด,มหาวิทยาลัยธรรมศาสตร์,401,70,70,"18,938.0500","18,179.9000","18,497.2250",210.7341
0943,คณะสหเวชศาสตร์ สาขาวิชาวิทยาศาสตร์การกีฬา,มหาวิทยาลัยธรรมศาสตร์,111,25,25,"17,249.6000","16,217.5000","16,592.0620",312.4664
0944,คณะทันตแพทยศาสตร์,มหาวิทยาลัยธรรมศาสตร์,373,30,30,"23,753.1500","23,043.8000","23,234.3183",160.1877
0945,คณะพยาบาลศาสตร์,มหาวิทยาลัยธรรมศาสตร์,464,80,80,"19,646.6000","18,314.4500","18,677.4081",336.9943
0946,คณะศิลปกรรมศาสตร์ สาขาวิชาศิลปะการออกแบบพัสตราภรณ์ (รูปแบบที่ 1),มหาวิทยาลัยธรรมศาสตร์,141,30,2,"18,887.1500","18,731.9000","18,809.5250",109.7783
0947,คณะศิลปกรรมศาสตร์ สาขาวิชาศิลปะการออกแบบพัสตราภรณ์ (รูปแบบที่ 2),มหาวิทยาลัยธรรมศาสตร์,183,0,28,"20,521.8500","18,077.6000","18,688.9429",624.2238
0948,คณะศิลปกรรมศาสตร์ สาขาวิชาศิลปะการออกแบบหัตถอุตสาหกรรม มธ.ศูนย์ลำปาง,มหาวิทยาลัยธรรมศาสตร์,27,45,7,"16,398.5500","12,174.5500","13,334.0429","1,519.8011"
0949,คณะศิลปกรรมศาสตร์ สาขาวิชาศิลปะการออกแบบหัตถอุตสาหกรรม มธ.ศูนย์ลำปาง,มหาวิทยาลัยธรรมศาสตร์,71,0,38,"18,035.6000","11,577.0000","14,674.2711","1,543.6072"
0950,คณะสถาปัตยกรรมศาสตร์และการผังเมือง สาขาวิชาสถาปัตยกรรม (วท.บ) พื้นฐานศิลปศาสตร์ รูปแบบที่ 1,มหาวิทยาลัยธรรมศาสตร์,190,40,40,"22,650.6500","20,739.8500","21,470.4963",531.1252
0951,คณะสถาปัตยกรรมศาสตร์และการผังเมือง สาขาวิชาสถาปัตยกรรมภายใน พื้นฐานศิลปศาสตร์ รูปแบบที่ 1,มหาวิทยาลัยธรรมศาสตร์,118,15,15,"24,082.9500","21,618.2000","22,277.3700",640.1082
0952,คณะสถาปัตยกรรมศาสตร์และการผังเมือง สาขาวิชาการผังเมือง พื้นฐานศิลปศาสตร์ รูปแบบที่ 1,มหาวิทยาลัยธรรมศาสตร์,203,40,40,"22,880.7000","19,837.5000","20,613.3113",745.9224
0953,คณะสถาปัตยกรรมศาสตร์และการผังเมือง สาขาวิชาภูมิสถาปัตยกรรม พื้นฐานศิลปศาสตร์ รูปแบบที่ 1,มหาวิทยาลัยธรรมศาสตร์,91,18,18,"22,078.6500","20,198.7500","20,764.1639",507.0835
0954,คณะสถาปัตยกรรมศาสตร์และการผังเมือง สาขาวิชาสถาปัตยกรรม พัฒนาอสังหาริมทรัพย์ ศิลปศาสตร์ แบบที่ 1,มหาวิทยาลัยธรรมศาสตร์,234,35,35,"22,918.4500","20,311.7000","21,193.2914",594.9591
0955,คณะสาธารณสุขศาสตร์,มหาวิทยาลัยธรรมศาสตร์,498,87,87,"19,101.4000","16,906.6500","17,288.3655",394.5651
0956,คณะเภสัชศาสตร์,มหาวิทยาลัยธรรมศาสตร์,"1,522",28,28,"19,950.7000","19,215.0000","19,488.5804",176.3760
0957,สถาบันเทคโนโลยีนานาชาติสิรินธร (SIIT) นานาชาติ วศ.บ. สาขาวิชาวิศวกรรมอิเล็กทรอนิกส์และการสื่อสาร,มหาวิทยาลัยธรรมศาสตร์,94,20,20,"18,945.3500","13,724.1000","14,838.0575","1,483.2110"
0958,สถาบันเทคโนโลยีนานาชาติสิรินธร (SIIT) นานาชาติ วศ.บ. สาขาวิชาวิศวกรรมโยธา,มหาวิทยาลัยธรรมศาสตร์,140,20,20,"18,607.6000","14,375.0000","15,476.5150",996.1531
0959,สถาบันเทคโนโลยีนานาชาติสิรินธร (SIIT) นานาชาติ วศ.บ. สาขาวิชาวิศวกรรมเคมีฯ,มหาวิทยาลัยธรรมศาสตร์,205,50,50,"19,126.2500","14,166.3500","15,442.1860","1,026.0550"
0960,สถาบันเทคโนโลยีนานาชาติสิรินธร (SIIT) นานาชาติ วศ.บ. สาขาวิชาวิศวกรรมคอมพิวเตอร์,มหาวิทยาลัยธรรมศาสตร์,104,30,30,"16,169.4500","12,802.2500","14,199.9183",954.4948
0961,สถาบันเทคโนโลยีนานาชาติสิรินธร (SIIT) นานาชาติ วท.บ. สาขาวิชาเทคโนโลยีสารสนเทศ,มหาวิทยาลัยธรรมศาสตร์,247,20,20,"17,515.7000","15,990.2500","16,541.2775",437.0539
0962,สถาบันเทคโนโลยีนานาชาติสิรินธร (SIIT) นานาชาติ วท.บ. สาขาวิชาเทคโนโลยีการจัดการฯ (รูปแบบที่ 1),มหาวิทยาลัยธรรมศาสตร์,300,20,20,"17,296.1000","13,303.5000","14,271.1300","1,052.8777"
0963,สถาบันเทคโนโลยีนานาชาติสิรินธร (SIIT) นานาชาติ วท.บ. สาขาวิชาเทคโนโลยีการจัดการฯ (รูปแบบที่ 2),มหาวิทยาลัยธรรมศาสตร์,114,40,40,"18,950.0000","14,789.2000","16,073.6350","1,067.9657"
0964,วิทยาลัยสหวิทยาการ มธ.ศูนย์ลำปาง สาขาวิชาสหวิทยาการสังคมศาสตร์ พื้นฐานศิลปศาสตร์ รูปแบบที่ 1,มหาวิทยาลัยธรรมศาสตร์,452,150,150,"19,171.2500","15,537.4500","16,556.4837",738.4246
0965,วิทยาลัยสหวิทยาการ มธ.ศูนย์ท่าพระจันทร์ สาขาวิชาปรัชญา การเมืองฯ ภาคพิเศษ พื้นฐานวิทยาศาสตร์,มหาวิทยาลัยธรรมศาสตร์,356,75,13,"19,008.7500","17,518.6500","18,073.6269",554.9089
0966,วิทยาลัยสหวิทยาการ มธ.ท่าพระจันทร์ สาขาวิชาปรัชญา การเมืองฯ ภาคพิเศษ (ศิลปศาสตร์) แบบที่ 2 ฝรั่งเศส,มหาวิทยาลัยธรรมศาสตร์,139,0,17,"19,270.0000","17,421.2500","18,092.4824",493.8529
0967,วิทยาลัยสหวิทยาการ มธ.ท่าพระจันทร์ สาขาวิชาปรัชญา การเมืองฯ ภาคพิเศษ (ศิลปศาสตร์) แบบที่ 2 เยอรมัน,มหาวิทยาลัยธรรมศาสตร์,61,0,7,"18,571.2000","17,524.3500","18,029.8500",467.0407
0968,วิทยาลัยสหวิทยาการ มธ.ท่าพระจันทร์ สาขาวิชาปรัชญา การเมืองฯ ภาคพิเศษ (ศิลปศาสตร์) แบบที่ 2 ญี่ปุ่น,มหาวิทยาลัยธรรมศาสตร์,57,0,5,"18,935.7000","17,589.1000","18,073.2200",553.9172
0969,วิทยาลัยสหวิทยาการ มธ.ท่าพระจันทร์ สาขาวิชาปรัชญา การเมืองฯ ภาคพิเศษ (ศิลปศาสตร์) แบบที่ 2 ภาษาจีน,มหาวิทยาลัยธรรมศาสตร์,157,0,9,"19,073.9500","17,335.3000","18,060.8889",715.1759
0970,วิทยาลัยสหวิทยาการ มธ.ท่าพระจันทร์ สาขาวิชาปรัชญา การเมืองฯ ภาคพิเศษ (ศิลปศาสตร์) แบบที่ 2 อาหรับ,มหาวิทยาลัยธรรมศาสตร์,11,0,2,"18,365.2500","17,420.7500","17,893.0000",667.8624
0971,วิทยาลัยสหวิทยาการ มธ.ท่าพระจันทร์ สาขาวิชาปรัชญา การเมืองฯ ภาคพิเศษ (ศิลปศาสตร์) แบบที่ 2 ภาษาบาลี,มหาวิทยาลัยธรรมศาสตร์,113,0,22,"21,352.6500","17,393.4500","18,304.6818",919.5711
0972,คณะศิลปศาสตร์และวิทยาศาสตร์ สาขาวิชารัฐประศาสนศาสตร์,มหาวิทยาลัยนครพนม,62,50,28,"13,186.2000","8,022.3000","10,392.1804","1,464.2968"
0973,คณะศิลปศาสตร์และวิทยาศาสตร์ สาขาวิชาการพัฒนาสังคมและสิ่งแวดล้อม,มหาวิทยาลัยนครพนม,21,50,11,"13,314.4500","8,065.8000","10,644.4909","1,375.1363"
0974,คณะศิลปศาสตร์และวิทยาศาสตร์ สาขาวิชาการศึกษาปฐมวัย,มหาวิทยาลัยนครพนม,238,15,15,"17,577.5000","15,564.6000","16,064.9267",498.0764
0975,คณะศิลปศาสตร์และวิทยาศาสตร์ สาขาวิชาวิทยาศาสตร์,มหาวิทยาลัยนครพนม,187,15,15,"18,187.7500","16,380.7000","17,073.7900",584.2739
0976,คณะศิลปศาสตร์และวิทยาศาสตร์ สาขาวิชาภาษาอังกฤษ,มหาวิทยาลัยนครพนม,145,15,15,"18,410.8500","15,903.2000","16,572.6600",713.0522
0977,คณะศิลปศาสตร์และวิทยาศาสตร์ สาขาวิชาคอมพิวเตอร์,มหาวิทยาลัยนครพนม,120,15,15,"16,290.2000","14,643.9000","15,000.1833",415.5179
0978,คณะศิลปศาสตร์และวิทยาศาสตร์ สาขาวิชาสังคมศึกษา,มหาวิทยาลัยนครพนม,197,15,15,"17,174.6000","15,471.8500","16,105.8533",527.0911
0979,คณะวิทยาการจัดการและเทคโนโลยีสารสนเทศ สาขาวิชาการบัญชี,มหาวิทยาลัยนครพนม,54,50,23,"13,774.5500","8,367.8500","10,845.4848","1,311.6133"
0980,คณะวิทยาการจัดการและเทคโนโลยีสารสนเทศ สาขาวิชาการจัดการ,มหาวิทยาลัยนครพนม,14,40,5,"10,255.8000","7,712.2500","9,124.9600","1,123.2682"
0981,คณะวิทยาการจัดการและเทคโนโลยีสารสนเทศ สาขาวิชาคอมพิวเตอร์ธุรกิจ,มหาวิทยาลัยนครพนม,19,20,6,"11,892.8500","8,119.8000","9,838.9000","1,483.5571"
0982,คณะวิทยาการจัดการและเทคโนโลยีสารสนเทศ สาขาวิชาการจัดการกีฬา,มหาวิทยาลัยนครพนม,7,40,3,"13,770.4500","9,141.3000","11,127.8667","2,383.2805"
0983,คณะวิทยาการจัดการและเทคโนโลยีสารสนเทศ สาขาวิชานิเทศศาสตร์,มหาวิทยาลัยนครพนม,15,40,5,"10,890.1500","8,077.1000","9,453.9300","1,069.5738"
0984,คณะวิทยาการจัดการและเทคโนโลยีสารสนเทศ สาขาวิชาเทคโนโลยีสารสนเทศ,มหาวิทยาลัยนครพนม,4,50,2,"11,767.2000","11,346.4500","11,556.8250",297.5152
0985,คณะเทคโนโลยีอุตสาหกรรม สาขาวิชาเทคโนโลยีอิเล็กทรอนิกส์,มหาวิทยาลัยนครพนม,4,40,0,0.0000,0.0000,0.0000,0.0000
0986,คณะเทคโนโลยีอุตสาหกรรม สาขาวิชาวิศวกรรมอุตสาหการ,มหาวิทยาลัยนครพนม,2,40,0,0.0000,0.0000,0.0000,0.0000
0987,คณะเทคโนโลยีอุตสาหกรรม สาขาวิชาวิศวกรรมโยธา,มหาวิทยาลัยนครพนม,7,40,1,"11,444.9500","11,444.9500","11,444.9500",0.0000
0988,คณะเกษตรและเทคโนโลยี สาขาวิชาพืชศาสตร์,มหาวิทยาลัยนครพนม,2,60,0,0.0000,0.0000,0.0000,0.0000
0989,คณะเกษตรและเทคโนโลยี สาขาวิชาสัตวศาสตร์,มหาวิทยาลัยนครพนม,24,60,6,"12,033.0000","10,362.5000","11,520.9083",647.8539
0990,คณะเกษตรและเทคโนโลยี สาขาวิชาการประมง,มหาวิทยาลัยนครพนม,3,60,0,0.0000,0.0000,0.0000,0.0000
0991,คณะเกษตรและเทคโนโลยี สาขาวิชาเทคโนโลยีอาหาร,มหาวิทยาลัยนครพนม,10,30,1,"9,840.1500","9,840.1500","9,840.1500",0.0000
0992,คณะเกษตรและเทคโนโลยี สาขาวิชาเครื่องจักรกลเกษตร,มหาวิทยาลัยนครพนม,0,60,0,0.0000,0.0000,0.0000,0.0000
0993,วิทยาลัยการท่องเที่ยวและอุตสาหกรรมบริการ สาขาวิชาการท่องเที่ยวและอุตสาหกรรมบริการ,มหาวิทยาลัยนครพนม,18,50,5,"14,269.2000","8,130.4000","11,813.2100","2,325.4007"
0994,วิทยาลัยการท่องเที่ยวและอุตสาหกรรมบริการ สาขาวิชาการโรงแรมและภัตตาคาร,มหาวิทยาลัยนครพนม,55,50,22,"13,766.2500","8,262.6500","10,457.3614","1,502.6781"
0995,วิทยาลัยธาตุพนม สาขาวิชาเทคโนโลยีพลังงาน,มหาวิทยาลัยนครพนม,2,30,0,0.0000,0.0000,0.0000,0.0000
0996,คณะพยาบาลศาสตร์,มหาวิทยาลัยนราธิวาสราชนครินทร์,524,40,40,"17,286.8000","15,670.0000","16,201.4388",448.0658
0997,คณะเกษตรศาสตร์,มหาวิทยาลัยนราธิวาสราชนครินทร์,12,10,1,"8,959.5500","8,959.5500","8,959.5500",0.0000
0998,คณะวิทยาการจัดการ สาขาวิชาการจัดการ,มหาวิทยาลัยนราธิวาสราชนครินทร์,61,15,15,"13,632.8000","8,237.2500","9,819.3667","1,415.2416"
0999,คณะวิทยาการจัดการ สาขาวิชาการบัญชี,มหาวิทยาลัยนราธิวาสราชนครินทร์,67,15,15,"13,696.3500","10,593.6500","11,904.2933",979.2456
1000,คณะวิทยาการจัดการ สาขาวิชาการจัดการเทคโนโลยีสารสนเทศ,มหาวิทยาลัยนราธิวาสราชนครินทร์,18,15,12,"15,072.7500","6,693.6500","8,931.5000","2,793.7898"
1001,คณะวิทยาการจัดการ สาขาวิชารัฐประศาสนศาสตร์,มหาวิทยาลัยนราธิวาสราชนครินทร์,46,15,15,"13,139.0000","8,389.5500","9,460.8333","1,203.5952"
1002,สถาบันอิสลามและอาหรับศึกษา สาขาวิชากฎหมายอิสลาม,มหาวิทยาลัยนราธิวาสราชนครินทร์,6,8,2,"16,423.1000","9,530.9000","12,977.0000","4,873.5214"
1003,สถาบันอิสลามและอาหรับศึกษา สาขาวิชาภาษาอาหรับ,มหาวิทยาลัยนราธิวาสราชนครินทร์,9,8,1,"10,289.1500","10,289.1500","10,289.1500",0.0000
1004,สถาบันอิสลามและอาหรับศึกษา สาขาวิชาอิสลามศึกษา,มหาวิทยาลัยนราธิวาสราชนครินทร์,13,8,3,"10,630.3000","8,776.7500","9,556.2333",961.2473
1005,คณะวิศวกรรมศาสตร์ หลักสูตรวิศวกรรมศาสตรบัณฑิต,มหาวิทยาลัยนราธิวาสราชนครินทร์,17,60,0,0.0000,0.0000,0.0000,0.0000
1006,คณะวิทยาศาสตร์และเทคโนโลยี สาขาวิชาวิทยาศาสตร์ทั่วไป,มหาวิทยาลัยนราธิวาสราชนครินทร์,58,15,15,"11,372.8500","9,962.9000","10,501.0167",412.0275
1007,คณะเกษตรศาสตร์ ทรัพยากรธรรมชาติและสิ่งแวดล้อม หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์การเกษตร,มหาวิทยาลัยนเรศวร,278,80,80,"14,244.9000","11,568.5500","12,449.3269",605.2239
1008,คณะเกษตรศาสตร์ ทรัพยากรธรรมชาติฯ หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์และเทคโนโลยีการอาหาร,มหาวิทยาลัยนเรศวร,197,80,80,"16,237.2000","11,181.1500","12,405.0600",951.9724
1009,คณะเกษตรศาสตร์ ทรัพยากรธรรมชาติและสิ่งแวดล้อม หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาภูมิศาสตร์,มหาวิทยาลัยนเรศวร,152,31,31,"14,805.0000","12,108.6500","12,784.3274",640.2882
1010,คณะเกษตรศาสตร์ ทรัพยากรธรรมชาติและสิ่งแวดล้อม หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์การประมง,มหาวิทยาลัยนเรศวร,137,50,50,"13,968.7000","11,146.1000","11,916.5930",690.4659
1011,คณะเกษตรศาสตร์ ทรัพยากรธรรมชาติฯ หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาทรัพยากรธรรมชาติและสิ่งแวดล้อม,มหาวิทยาลัยนเรศวร,213,35,0,0.0000,0.0000,0.0000,0.0000
1012,คณะเกษตรศาสตร์ ทรัพยากรธรรมชาติฯ หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์และเทคโนโลยีอาหารสัตว์,มหาวิทยาลัยนเรศวร,121,40,40,"15,134.5000","11,424.9500","12,343.2650",715.9171
1013,คณะวิทยาศาสตร์ หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาคณิตศาสตร์,มหาวิทยาลัยนเรศวร,257,92,92,"15,210.8000","12,635.9500","13,391.4592",561.4126
1014,คณะวิทยาศาสตร์ หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเคมี,มหาวิทยาลัยนเรศวร,434,87,87,"15,522.0000","13,243.0000","13,873.1333",511.9263
1015,คณะวิทยาศาสตร์ หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาชีววิทยา,มหาวิทยาลัยนเรศวร,404,94,94,"17,206.5500","13,410.5500","14,038.4612",577.8049
1016,คณะวิทยาศาสตร์ หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาฟิสิกส์,มหาวิทยาลัยนเรศวร,144,49,49,"14,650.7000","11,743.8000","12,887.9520",652.5009
1017,คณะวิทยาศาสตร์ หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาฟิสิกส์ประยุกต์,มหาวิทยาลัยนเรศวร,242,60,60,"14,154.3500","11,985.5500","12,592.8017",520.4382
1018,คณะวิทยาศาสตร์ หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาการคอมพิวเตอร์,มหาวิทยาลัยนเรศวร,213,63,63,"14,658.5000","12,071.5000","12,944.8810",638.3635
1019,คณะวิทยาศาสตร์ หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีสารสนเทศ,มหาวิทยาลัยนเรศวร,130,53,53,"13,365.0000","10,590.5000","11,623.5358",682.7263
1020,คณะวิทยาศาสตร์ หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาสถิติ,มหาวิทยาลัยนเรศวร,187,48,48,"14,977.9500","12,438.5500","13,188.9750",615.8004
1021,คณะวิศวกรรมศาสตร์ หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์,มหาวิทยาลัยนเรศวร,177,61,61,"16,300.2000","12,976.7500","14,193.6402",815.8480
1022,คณะวิศวกรรมศาสตร์ หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเครื่องกล,มหาวิทยาลัยนเรศวร,348,55,55,"16,322.9000","13,544.9000","14,347.3336",759.3083
1023,คณะวิศวกรรมศาสตร์ หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้า,มหาวิทยาลัยนเรศวร,303,79,79,"17,155.3500","14,039.3000","15,034.3405",829.8808
1024,คณะวิศวกรรมศาสตร์ หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา,มหาวิทยาลัยนเรศวร,288,67,67,"16,302.4500","13,577.1000","14,453.7590",739.8691
1025,คณะวิศวกรรมศาสตร์ หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอุตสาหการ,มหาวิทยาลัยนเรศวร,264,55,55,"16,292.6000","13,194.6500","14,047.5391",793.1567
1026,คณะวิศวกรรมศาสตร์ หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมวัสดุ,มหาวิทยาลัยนเรศวร,156,34,34,"14,619.2500","12,280.5500","12,862.3603",478.8523
1027,คณะวิศวกรรมศาสตร์ หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสิ่งแวดล้อม,มหาวิทยาลัยนเรศวร,331,39,39,"16,022.0000","13,143.7500","13,750.0436",659.1463
1028,คณะวิศวกรรมศาสตร์ หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเคมี,มหาวิทยาลัยนเรศวร,156,39,39,"16,824.2500","14,133.8000","15,073.1462",628.3583
1029,คณะสถาปัตยกรรมศาสตร์ หลักสูตรสถาปัตยกรรมศาสตรบัณฑิต,มหาวิทยาลัยนเรศวร,152,36,36,"17,305.2500","15,241.1500","16,223.8875",593.3529
1030,คณะสถาปัตยกรรมศาสตร์ หลักสูตรศิลปกรรมศาสตรบัณฑิต สาขาวิชาออกแบบผลิตภัณฑ์และบรรจุภัณฑ์ (ศป.บ.),มหาวิทยาลัยนเรศวร,113,24,24,"17,042.9000","14,278.0500","15,195.4542",788.6601
1031,คณะสถาปัตยกรรมศาสตร์ หลักสูตรศิลปกรรมศาสตรบัณฑิต สาขาวิชาการออกแบบสื่อนวัตกรรม (ศป.บ.),มหาวิทยาลัยนเรศวร,101,24,24,"17,231.2500","14,598.3500","15,557.7167",800.0239
1032,คณะสถาปัตยกรรมศาสตร์ หลักสูตรศิลปกรรมศาสตรบัณฑิต สาขาวิชาออกแบบทัศนศิลป์ (ศป.บ.),มหาวิทยาลัยนเรศวร,121,24,24,"17,399.8500","14,293.4000","15,097.2229",916.6544
1033,คณะทันตแพทยศาสตร์ หลักสูตรทันตแพทยศาสตรบัณฑิต,มหาวิทยาลัยนเรศวร,882,40,40,"23,121.2000","22,628.2000","22,758.5050",131.3185
1034,คณะพยาบาลศาสตร์ หลักสูตรพยาบาลศาสตรบัณฑิต,มหาวิทยาลัยนเรศวร,715,63,63,"18,741.7500","17,727.5500","18,154.0103",272.7280
1035,คณะเภสัชศาสตร์ หลักสูตรเภสัชศาสตรบัณฑิต สาขาวิชาบริบาลเภสัชกรรม,มหาวิทยาลัยนเรศวร,617,70,70,"20,428.7000","18,660.4500","19,064.6193",373.5247
1036,คณะเภสัชศาสตร์ หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์เครื่องสำอาง,มหาวิทยาลัยนเรศวร,170,65,65,"18,622.0500","16,523.0000","17,415.5546",542.5988
1037,คณะวิทยาศาสตร์การแพทย์ หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาจุลชีววิทยา,มหาวิทยาลัยนเรศวร,241,120,120,"17,470.2500","13,034.2000","15,197.1596",967.6490
1038,คณะวิทยาศาสตร์การแพทย์ หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์การแพทย์,มหาวิทยาลัยนเรศวร,320,123,123,"18,081.0500","14,857.5500","15,943.4805",652.1263
1039,คณะวิทยาศาสตร์การแพทย์ หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์การแพทย์ (ตรีควบโท),มหาวิทยาลัยนเรศวร,319,48,48,"19,072.4000","15,946.6500","16,692.9990",639.1267
1040,คณะสหเวชศาสตร์ หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชากายภาพบำบัด,มหาวิทยาลัยนเรศวร,297,41,41,"18,061.9000","16,713.2000","17,153.6598",336.7464
1041,คณะสหเวชศาสตร์ หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคนิคการแพทย์,มหาวิทยาลัยนเรศวร,361,51,51,"18,876.3500","17,716.1000","18,058.4137",323.0281
1042,คณะสหเวชศาสตร์ หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีหัวใจและทรวงอก,มหาวิทยาลัยนเรศวร,126,40,40,"19,234.4500","17,216.2500","18,056.6525",548.6296
1043,คณะสหเวชศาสตร์ หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชารังสีเทคนิค,มหาวิทยาลัยนเรศวร,213,43,43,"18,222.2500","17,119.1500","17,536.6756",284.1194
